Datetime,Open,High,Low,Close,Adj Close,Volume,SMA_9,SMA_21,Signal,Position
2024-08-27 10:04:00-04:00,172.5050048828125,172.5800018310547,172.4739990234375,172.52499389648438,172.52499389648438,122968,172.77332221137152,172.7685278029669,0,0.0
2024-08-27 10:05:00-04:00,172.52999877929688,172.63999938964844,172.4550018310547,172.5699005126953,172.5699005126953,91230,172.75111050075955,172.75757053920202,-1,-1.0
2024-08-27 10:06:00-04:00,172.5428009033203,172.625,172.4600067138672,172.50999450683594,172.50999450683594,82892,172.71166483561197,172.75328427269346,0,1.0
2024-08-27 10:07:00-04:00,172.5229034423828,172.66000366210938,172.42999267578125,172.61000061035156,172.61000061035156,94248,172.679443359375,172.75233168829055,0,0.0
2024-08-27 10:08:00-04:00,172.6143035888672,172.67999267578125,172.52999877929688,172.6300048828125,172.6300048828125,71332,172.65388827853732,172.75908406575522,0,0.0
2024-08-27 10:09:00-04:00,172.61990356445312,172.6898956298828,172.55499267578125,172.60000610351562,172.60000610351562,85282,172.62943352593317,172.7552751813616,0,0.0
2024-08-27 10:10:00-04:00,172.61000061035156,172.96499633789062,172.57000732421875,172.96499633789062,172.96499633789062,234647,172.64054361979166,172.76156107584634,0,0.0
2024-08-27 10:11:00-04:00,172.9499969482422,172.97000122070312,172.74000549316406,172.77890014648438,172.77890014648438,80372,172.6354217529297,172.76112801688058,0,0.0
2024-08-27 10:12:00-04:00,172.8000030517578,173.0800018310547,172.7967071533203,173.0800018310547,173.0800018310547,120787,172.696533203125,172.7792234874907,0,0.0
2024-08-27 10:13:00-04:00,173.05999755859375,173.1999969482422,173.05349731445312,173.08999633789062,173.08999633789062,105642,172.75931125217014,172.78922308058966,0,0.0
2024-08-27 10:14:00-04:00,173.0800018310547,173.14999389648438,173.02000427246094,173.13999938964844,173.13999938964844,75791,172.8226555718316,172.7937469482422,1,1.0
2024-08-27 10:15:00-04:00,173.13499450683594,173.44500732421875,173.13499450683594,173.41000366210938,173.41000366210938,320663,172.9226565890842,172.8166046142578,0,-1.0
2024-08-27 10:16:00-04:00,173.39500427246094,173.42999267578125,173.15499877929688,173.16070556640625,173.16070556640625,116055,172.98384602864584,172.8335433233352,0,0.0
2024-08-27 10:17:00-04:00,173.1649932861328,173.1649932861328,172.92999267578125,173.13999938964844,173.13999938964844,56176,173.04051208496094,172.8511715843564,0,0.0
2024-08-27 10:18:00-04:00,173.09500122070312,173.24000549316406,173.0449981689453,173.09500122070312,173.09500122070312,110469,173.0955115424262,172.86212376185827,0,0.0
2024-08-27 10:19:00-04:00,173.0850067138672,173.16000366210938,173.01429748535156,173.16000366210938,173.16000366210938,66278,173.11717902289496,172.87450517926897,0,0.0
2024-08-27 10:20:00-04:00,173.16000366210938,173.1999969482422,172.99000549316406,173.02999877929688,173.02999877929688,73540,173.14507887098523,172.88260033017113,0,0.0
2024-08-27 10:21:00-04:00,173.01499938964844,173.08999633789062,172.97000122070312,173.0800018310547,173.0800018310547,68473,173.14507887098523,172.89497666131882,0,0.0
2024-08-27 10:22:00-04:00,173.10000610351562,173.22999572753906,173.02999877929688,173.19000244140625,173.19000244140625,52759,173.15619066026477,172.91045270647322,0,0.0
2024-08-27 10:23:00-04:00,173.1699981689453,173.27969360351562,173.1300048828125,173.27969360351562,173.27969360351562,51930,173.17171223958334,172.9321049281529,0,0.0
2024-08-27 10:24:00-04:00,173.25999450683594,173.5399932861328,173.25999450683594,173.4949951171875,173.4949951171875,118211,173.181155734592,172.9780571347191,0,0.0
2024-08-27 10:25:00-04:00,173.4949951171875,173.77999877929688,173.47999572753906,173.73500061035156,173.73500061035156,110651,173.2449662950304,173.03567650204613,0,0.0
2024-08-27 10:26:00-04:00,173.72000122070312,173.8000030517578,173.7100067138672,173.72000122070312,173.72000122070312,82885,173.30941094292535,173.09044320242745,0,0.0
2024-08-27 10:27:00-04:00,173.71009826660156,173.72999572753906,173.63999938964844,173.66000366210938,173.66000366210938,73442,173.3721889919705,173.14520554315476,0,0.0
2024-08-27 10:28:00-04:00,173.6699981689453,173.77499389648438,173.55999755859375,173.72500610351562,173.72500610351562,85575,173.43496704101562,173.19830104282923,0,0.0
2024-08-27 10:29:00-04:00,173.72500610351562,173.86000061035156,173.67999267578125,173.83009338378906,173.83009338378906,91565,173.52386644151477,173.25544811430433,0,0.0
2024-08-27 10:30:00-04:00,173.8300018310547,173.99000549316406,173.75,173.9250030517578,173.9250030517578,97409,173.61775546603732,173.31854320707777,0,0.0
2024-08-27 10:31:00-04:00,173.93150329589844,173.9499969482422,173.75999450683594,173.7899932861328,173.7899932861328,81837,173.68442111545139,173.35782877604166,0,0.0
2024-08-27 10:32:00-04:00,173.8000030517578,173.8800048828125,173.75999450683594,173.77000427246094,173.77000427246094,85257,173.73890007866754,173.40502421061197,0,0.0
2024-08-27 10:33:00-04:00,173.77999877929688,173.8300018310547,173.68089294433594,173.68499755859375,173.68499755859375,86170,173.76001146104602,173.433833530971,0,0.0
2024-08-27 10:34:00-04:00,173.68499755859375,173.6999969482422,173.52020263671875,173.54949951171875,173.54949951171875,80046,173.7394002278646,173.4557146344866,0,0.0
2024-08-27 10:35:00-04:00,173.5399932861328,173.5800018310547,173.33999633789062,173.42999267578125,173.42999267578125,89081,173.7071770562066,173.46952383858817,0,0.0
2024-08-27 10:36:00-04:00,173.42999267578125,173.42999267578125,173.27000427246094,173.3300018310547,173.3300018310547,72495,173.67051018608942,173.46571422758558,0,0.0
2024-08-27 10:37:00-04:00,173.3300018310547,173.34500122070312,173.0500030517578,173.1199951171875,173.1199951171875,107710,173.60328674316406,173.46377563476562,0,0.0
2024-08-27 10:38:00-04:00,173.1273956298828,173.13999938964844,173.0200958251953,173.07000732421875,173.07000732421875,76035,173.51883273654514,173.46044267926897,0,0.0
2024-08-27 10:39:00-04:00,173.0657958984375,173.27999877929688,173.0500030517578,173.22999572753906,173.22999572753906,77733,173.44160970052084,173.4668709891183,-1,-1.0
2024-08-27 10:40:00-04:00,173.22999572753906,173.32000732421875,173.19500732421875,173.24000549316406,173.24000549316406,65593,173.38049994574652,173.47068060012091,0,1.0
2024-08-27 10:41:00-04:00,173.25,173.3000030517578,173.1199951171875,173.1300048828125,173.1300048828125,64945,173.30938890245227,173.47544279552642,0,0.0
2024-08-27 10:42:00-04:00,173.13999938964844,173.2550048828125,173.1199951171875,173.2100067138672,173.2100067138672,45491,173.2566121419271,173.48163350423178,0,0.0
2024-08-27 10:43:00-04:00,173.206298828125,173.3000030517578,173.19000244140625,173.25,173.25,49504,173.22333441840277,173.48449053083147,0,0.0
2024-08-27 10:44:00-04:00,173.25999450683594,173.27499389648438,173.17999267578125,173.2100067138672,173.2100067138672,43521,173.19889153374567,173.48117210751488,0,0.0
2024-08-27 10:45:00-04:00,173.22000122070312,173.25,173.1649932861328,173.19000244140625,173.19000244140625,53990,173.18333604600696,173.4666486467634,0,0.0
2024-08-27 10:46:00-04:00,173.17999267578125,173.27999877929688,173.17999267578125,173.19000244140625,173.19000244140625,60698,173.1911146375868,173.44069635300409,0,0.0
2024-08-27 10:47:00-04:00,173.2050018310547,173.2050018310547,173.07000732421875,173.1699981689453,173.1699981689453,64973,173.2022247314453,173.41450573149183,0,0.0
2024-08-27 10:48:00-04:00,173.16000366210938,173.26010131835938,173.16000366210938,173.17999267578125,173.17999267578125,58708,173.19666883680554,173.3916480654762,0,0.0
2024-08-27 10:49:00-04:00,173.1649932861328,173.25,173.1649932861328,173.22500610351562,173.22500610351562,46929,173.19500223795572,173.36783854166666,0,0.0
2024-08-27 10:50:00-04:00,173.1649932861328,173.27000427246094,173.13999938964844,173.16000366210938,173.16000366210938,36085,173.1983354356554,173.33592950730096,0,0.0
2024-08-27 10:51:00-04:00,173.27999877929688,173.27999877929688,173.1903076171875,173.2100067138672,173.2100067138672,65966,173.1983354356554,173.30188206263952,0,0.0
2024-08-27 10:52:00-04:00,173.19000244140625,173.25,173.10499572753906,173.1199951171875,173.1199951171875,50611,173.1838904486762,173.26997738792784,0,0.0
2024-08-27 10:53:00-04:00,173.1199951171875,173.1300048828125,172.99000549316406,173.0500030517578,173.0500030517578,77128,173.1661122639974,173.2356916155134,0,0.0
2024-08-27 10:54:00-04:00,173.02999877929688,173.13499450683594,173.02000427246094,173.10000610351562,173.10000610351562,45025,173.15611267089844,173.20783487955728,0,0.0
2024-08-27 10:55:00-04:00,173.08999633789062,173.1699981689453,173.05999755859375,173.0749969482422,173.0749969482422,75293,173.1433342827691,173.18523951939173,0,0.0
2024-08-27 10:56:00-04:00,173.07000732421875,173.11000061035156,172.94000244140625,172.94500732421875,172.94500732421875,65323,173.1183353000217,173.16214497884116,0,0.0
2024-08-27 10:57:00-04:00,172.9550018310547,173.03500366210938,172.91000366210938,172.9499969482422,172.9499969482422,83268,173.09278021918402,173.14404950823103,0,0.0
2024-08-27 10:58:00-04:00,172.9499969482422,173.02999877929688,172.9199981689453,173.02999877929688,173.02999877929688,61400,173.07111273871527,173.13976396833147,0,0.0
2024-08-27 10:59:00-04:00,173.02999877929688,173.1199951171875,172.99009704589844,173.0050048828125,173.0050048828125,108435,173.05389065212674,173.1366686139788,0,0.0
2024-08-27 11:00:00-04:00,173.02000427246094,173.36000061035156,173.0050048828125,173.17999267578125,173.17999267578125,104571,173.05055575900607,173.13428751627603,0,0.0
2024-08-27 11:01:00-04:00,173.2050018310547,173.22999572753906,172.9499969482422,172.9600067138672,172.9600067138672,74786,173.03277926974826,173.12095424107142,0,0.0
2024-08-27 11:02:00-04:00,172.9499969482422,173.07269287109375,172.9499969482422,173.07000732421875,173.07000732421875,50890,173.03500196668836,173.11809721447173,0,0.0
2024-08-27 11:03:00-04:00,173.07000732421875,173.0800018310547,172.97000122070312,172.98500061035156,172.98500061035156,47262,173.02222357855902,173.10738263811385,0,0.0
2024-08-27 11:04:00-04:00,172.99000549316406,173.05999755859375,172.97000122070312,172.9949951171875,172.9949951171875,50221,173.0133344862196,173.0952395484561,0,0.0
2024-08-27 11:05:00-04:00,173.0,173.02999877929688,172.89999389648438,172.9199981689453,172.9199981689453,43809,173.01055569118924,173.08142961774553,0,0.0
2024-08-27 11:06:00-04:00,172.91000366210938,172.92999267578125,172.90499877929688,172.9199981689453,172.9199981689453,14142,173.0072224934896,173.06857227143786,0,0.0
2024-08-27 11:08:00-04:00,173.0399932861328,173.0699005126953,172.92999267578125,172.9600067138672,172.9600067138672,161943,172.99944559733072,173.057620093936,0,0.0
2024-08-27 11:09:00-04:00,172.9600067138672,173.01499938964844,172.92999267578125,172.98500061035156,172.98500061035156,49967,172.99722290039062,173.04881068638392,0,0.0
2024-08-27 11:10:00-04:00,172.99000549316406,173.11000061035156,172.99000549316406,173.0800018310547,173.0800018310547,57199,172.9861128065321,173.04404921758743,0,0.0
2024-08-27 11:11:00-04:00,173.05999755859375,173.08999633789062,173.02000427246094,173.0500030517578,173.0500030517578,46755,172.99611239963107,173.03571573893228,0,0.0
2024-08-27 11:12:00-04:00,173.05999755859375,173.07980346679688,172.8699951171875,172.8800048828125,172.8800048828125,57899,172.9750010172526,173.02238246372767,0,0.0
2024-08-27 11:13:00-04:00,172.88999938964844,173.0500030517578,172.87030029296875,172.9949951171875,172.9949951171875,46512,172.97611151801215,173.01214381626673,0,0.0
2024-08-27 11:14:00-04:00,173.00999450683594,173.03660583496094,172.9499969482422,172.9949951171875,172.9949951171875,49959,172.97611151801215,173.00619143531435,0,0.0
2024-08-27 11:15:00-04:00,172.99330139160156,173.0449981689453,172.92999267578125,173.0,173.0,35113,172.98500061035156,173.0038103376116,0,0.0
2024-08-27 11:16:00-04:00,173.0,173.07749938964844,172.97000122070312,173.0399932861328,173.0399932861328,52338,172.99833340115018,173.0009525844029,0,0.0
2024-08-27 11:17:00-04:00,173.05990600585938,173.08749389648438,173.0,173.0399932861328,173.0399932861328,43884,173.00722079806857,172.99928574335007,1,1.0
2024-08-27 11:18:00-04:00,173.0399932861328,173.06190490722656,172.75,172.92999267578125,172.92999267578125,109710,173.00110880533853,172.99857076009116,0,-1.0
2024-08-27 11:19:00-04:00,172.9199981689453,172.97000122070312,172.82000732421875,172.9199981689453,172.9199981689453,54208,172.98333062065973,172.9971422467913,-1,-1.0
2024-08-27 11:20:00-04:00,172.9199981689453,173.02999877929688,172.9001007080078,173.02999877929688,173.02999877929688,38974,172.9811079237196,172.9971422467913,0,1.0
2024-08-27 11:21:00-04:00,173.02000427246094,173.02999877929688,172.92999267578125,172.9600067138672,172.9600067138672,30059,172.98999701605902,172.9949994768415,0,0.0
2024-08-27 11:22:00-04:00,172.9499969482422,173.0800018310547,172.9499969482422,173.05999755859375,173.05999755859375,54357,172.99721950954861,172.98928542364212,1,1.0
2024-08-27 11:23:00-04:00,173.05999755859375,173.0800018310547,172.98500061035156,172.98500061035156,172.98500061035156,43585,172.99610900878906,172.990475609189,0,-1.0
2024-08-27 11:24:00-04:00,172.97999572753906,173.0399932861328,172.94000244140625,172.99000549316406,172.99000549316406,28623,172.9949985080295,172.9866659981864,0,0.0
2024-08-27 11:25:00-04:00,172.98500061035156,172.98500061035156,172.8000030517578,172.90499877929688,172.90499877929688,48458,172.97999911838107,172.98285638718377,-1,-1.0
2024-08-27 11:26:00-04:00,172.91000366210938,172.9499969482422,172.85499572753906,172.91000366210938,172.91000366210938,26188,172.9655558268229,172.9788091750372,0,1.0
2024-08-27 11:27:00-04:00,172.88999938964844,172.9499969482422,172.80999755859375,172.86000061035156,172.86000061035156,32152,172.95777893066406,172.9759521484375,0,0.0
2024-08-27 11:28:00-04:00,172.85499572753906,172.8800048828125,172.79750061035156,172.86000061035156,172.86000061035156,32677,172.95111253526477,172.9730951218378,0,0.0
2024-08-27 11:29:00-04:00,172.86000061035156,172.89999389648438,172.7899932861328,172.7899932861328,172.7899932861328,35631,172.92444525824652,172.96499924432663,0,0.0
2024-08-27 11:30:00-04:00,172.75,172.8699951171875,172.68099975585938,172.77000427246094,172.77000427246094,47399,172.90333387586804,172.9547613234747,0,0.0
2024-08-27 11:31:00-04:00,172.75999450683594,172.80999755859375,172.6699981689453,172.7100067138672,172.7100067138672,57879,172.86444600423178,172.93714250837053,0,0.0
2024-08-27 11:32:00-04:00,172.72000122070312,172.7362060546875,172.67999267578125,172.70599365234375,172.70599365234375,49461,172.83344523111978,172.92076110839844,0,0.0
2024-08-27 11:33:00-04:00,172.69000244140625,172.72999572753906,172.38999938964844,172.46710205078125,172.46710205078125,124798,172.7753448486328,172.9010990687779,0,0.0
2024-08-27 11:34:00-04:00,172.4600067138672,172.49000549316406,172.39999389648438,172.4799041748047,172.4799041748047,66517,172.72811211480035,172.87657092866442,0,0.0
2024-08-27 11:35:00-04:00,172.47999572753906,172.74000549316406,172.4600067138672,172.74000549316406,172.74000549316406,66202,172.70922342936197,172.8644285656157,0,0.0
2024-08-27 11:36:00-04:00,172.72760009765625,172.77999877929688,172.69500732421875,172.77499389648438,172.77499389648438,86727,172.69977823893228,172.8537139892578,0,0.0
2024-08-27 11:37:00-04:00,172.77000427246094,172.8300018310547,172.69000244140625,172.7899932861328,172.7899932861328,69523,172.69199964735242,172.84180922735305,0,0.0
2024-08-27 11:38:00-04:00,172.78500366210938,172.89999389648438,172.73500061035156,172.7969970703125,172.7969970703125,67424,172.6927778455946,172.83023797898065,0,0.0
2024-08-27 11:39:00-04:00,172.83999633789062,172.9199981689453,172.8000030517578,172.9199981689453,172.9199981689453,54661,172.7094438340929,172.8297620500837,0,0.0
2024-08-27 11:40:00-04:00,172.89010620117188,172.9185028076172,172.77000427246094,172.7899932861328,172.7899932861328,54787,172.7183312310113,172.82357134137834,0,0.0
2024-08-27 11:41:00-04:00,172.77000427246094,172.89999389648438,172.7449951171875,172.89999389648438,172.89999389648438,45401,172.73988681369357,172.81738063267298,0,0.0
2024-08-27 11:42:00-04:00,172.89999389648438,172.89999389648438,172.72000122070312,172.7899932861328,172.7899932861328,49321,172.77576361762152,172.80928475516183,0,0.0
2024-08-27 11:43:00-04:00,172.77000427246094,172.83999633789062,172.74000549316406,172.75,172.75,28316,172.80577426486545,172.79452296665735,1,1.0
2024-08-27 11:44:00-04:00,172.72999572753906,172.75999450683594,172.6999969482422,172.7449951171875,172.7449951171875,30656,172.80632866753473,172.78309413364954,0,-1.0
2024-08-27 11:45:00-04:00,172.72000122070312,172.722900390625,172.57000732421875,172.6199951171875,172.6199951171875,31130,172.78910658094617,172.7654745919364,0,0.0
2024-08-27 11:46:00-04:00,172.6199951171875,172.6999969482422,172.6199951171875,172.64999389648438,172.64999389648438,50179,172.77355109320746,172.75333150227866,0,0.0
2024-08-27 11:47:00-04:00,172.64999389648438,172.6699981689453,172.57000732421875,172.5850067138672,172.5850067138672,44982,172.749996609158,172.73785545712425,0,0.0
2024-08-27 11:48:00-04:00,172.5850067138672,172.5850067138672,172.5,172.52000427246094,172.52000427246094,60223,172.70555284288196,172.72166515531995,-1,-1.0
2024-08-27 11:49:00-04:00,172.53500366210938,172.60000610351562,172.52000427246094,172.55999755859375,172.55999755859375,36308,172.67999776204428,172.70737929571243,0,1.0
2024-08-27 11:50:00-04:00,172.5800018310547,172.6199951171875,172.50999450683594,172.50999450683594,172.50999450683594,48723,172.63666449652777,172.6940460205078,0,0.0
2024-08-27 11:51:00-04:00,172.50999450683594,172.52000427246094,172.4949951171875,172.50999450683594,172.50999450683594,77907,172.60555352105035,172.6816646030971,0,0.0
2024-08-27 11:52:00-04:00,172.51499938964844,172.52999877929688,172.33999633789062,172.3498992919922,172.3498992919922,68880,172.56109788682727,172.66451663062685,0,0.0
2024-08-27 11:53:00-04:00,172.3350067138672,172.42529296875,172.25,172.27000427246094,172.27000427246094,72926,172.5083211263021,172.64375523158483,0,0.0
2024-08-27 11:54:00-04:00,172.27999877929688,172.44000244140625,172.25,172.39999389648438,172.39999389648438,53593,172.48387654622397,172.64055960518974,0,0.0
2024-08-27 11:55:00-04:00,172.38999938964844,172.47500610351562,172.30999755859375,172.47000122070312,172.47000122070312,38338,172.46387736002603,172.6400880359468,0,0.0
2024-08-27 11:56:00-04:00,172.49000549316406,172.63999938964844,172.49000549316406,172.625,172.625,52421,172.46832105848523,172.63461158389137,0,0.0
2024-08-27 11:57:00-04:00,172.6300048828125,172.69000244140625,172.61000061035156,172.67080688476562,172.67080688476562,40737,172.48507690429688,172.62965029761904,0,0.0
2024-08-27 11:58:00-04:00,172.6699981689453,172.72999572753906,172.66000366210938,172.69290161132812,172.69290161132812,34680,172.49984402126736,172.6250268845331,0,0.0
2024-08-27 11:59:00-04:00,172.67999267578125,172.67999267578125,172.6300048828125,172.6699981689453,172.6699981689453,25833,172.51762220594617,172.61897931780135,0,0.0
2024-08-27 12:00:00-04:00,172.66729736328125,172.69000244140625,172.61000061035156,172.67529296875,172.67529296875,35404,172.53598870171442,172.6073266892206,0,0.0
2024-08-27 12:01:00-04:00,172.67550659179688,172.72999572753906,172.64999389648438,172.72999572753906,172.72999572753906,31582,172.5782216389974,172.60446966262091,0,0.0
2024-08-27 12:02:00-04:00,172.72999572753906,172.86000061035156,172.7050018310547,172.82000732421875,172.82000732421875,45190,172.63933308919272,172.6006607782273,1,1.0
2024-08-27 12:03:00-04:00,172.80999755859375,172.82000732421875,172.72000122070312,172.74000549316406,172.74000549316406,26931,172.67711215549045,172.59828040713356,0,-1.0
2024-08-27 12:04:00-04:00,172.74000549316406,172.8000030517578,172.74000549316406,172.76499938964844,172.76499938964844,25353,172.70988972981772,172.5989946637835,0,0.0
2024-08-27 12:05:00-04:00,172.75999450683594,172.7698974609375,172.67999267578125,172.7100067138672,172.7100067138672,29190,172.7193349202474,172.59732854933966,0,0.0
2024-08-27 12:06:00-04:00,172.7073974609375,172.8000030517578,172.7073974609375,172.78909301757812,172.78909301757812,41352,172.73247782389322,172.60538083031065,0,0.0
2024-08-27 12:07:00-04:00,172.78500366210938,172.83999633789062,172.76499938964844,172.8249969482422,172.8249969482422,52822,172.74715508355035,172.61371430896577,0,0.0
2024-08-27 12:08:00-04:00,172.8267059326172,172.8267059326172,172.6300048828125,172.67999267578125,172.67999267578125,51291,172.7482655843099,172.6182374500093,0,0.0
2024-08-27 12:09:00-04:00,172.67999267578125,172.7899932861328,172.6699981689453,172.75,172.75,31095,172.7565663655599,172.62918962751115,0,0.0
2024-08-27 12:10:00-04:00,172.74000549316406,172.80999755859375,172.72000122070312,172.80999755859375,172.80999755859375,25099,172.7654554578993,172.6410943894159,0,0.0
2024-08-27 12:11:00-04:00,172.80999755859375,172.92999267578125,172.80999755859375,172.90499877929688,172.90499877929688,61560,172.774898952908,172.65990411667596,0,0.0
2024-08-27 12:12:00-04:00,172.91000366210938,173.0198974609375,172.8800048828125,173.00340270996094,173.00340270996094,75134,172.80416531032986,172.6833997453962,0,0.0
2024-08-27 12:13:00-04:00,173.00259399414062,173.1300048828125,173.00259399414062,173.11500549316406,173.11500549316406,63477,172.84305487738715,172.71983337402344,0,0.0
2024-08-27 12:14:00-04:00,173.1199951171875,173.14999389648438,173.07049560546875,173.11500549316406,173.11500549316406,42398,172.88805474175348,172.76007152739027,0,0.0
2024-08-27 12:15:00-04:00,173.1300048828125,173.19500732421875,173.08999633789062,173.18679809570312,173.18679809570312,51851,172.93224419487848,172.7975383940197,0,0.0
2024-08-27 12:16:00-04:00,173.17999267578125,173.2449951171875,173.17010498046875,173.1750030517578,173.1750030517578,44489,172.97113376193576,172.83110990978423,0,0.0
2024-08-27 12:17:00-04:00,173.1699981689453,173.17999267578125,173.07000732421875,173.0749969482422,173.0749969482422,39866,173.01502312554254,172.85253833589098,0,0.0
2024-08-27 12:18:00-04:00,173.0800018310547,173.14999389648438,173.0301055908203,173.14990234375,173.14990234375,30147,173.05945671929254,172.87535240536644,0,0.0
2024-08-27 12:19:00-04:00,173.14999389648438,173.1649932861328,173.10499572753906,173.16009521484375,173.16009521484375,28336,173.09835645887586,172.89759971981957,0,0.0
2024-08-27 12:20:00-04:00,173.16000366210938,173.2899932861328,173.16000366210938,173.19000244140625,173.19000244140625,47610,173.13002353244357,172.922361828032,0,0.0
2024-08-27 12:21:00-04:00,173.1699981689453,173.21180725097656,173.08999633789062,173.1199951171875,173.1199951171875,25857,173.14297824435764,172.94353812081474,0,0.0
2024-08-27 12:22:00-04:00,173.1199951171875,173.13499450683594,173.02499389648438,173.0800018310547,173.0800018310547,30570,173.13908894856772,172.960205078125,0,0.0
2024-08-27 12:23:00-04:00,173.05999755859375,173.10000610351562,173.02000427246094,173.08999633789062,173.08999633789062,34461,173.13631015353732,172.97306169782365,0,0.0
2024-08-27 12:24:00-04:00,173.08999633789062,173.10000610351562,173.0399932861328,173.0800018310547,173.0800018310547,44256,173.12444390190973,172.98925199962798,0,0.0
2024-08-27 12:25:00-04:00,173.08009338378906,173.2100067138672,173.08009338378906,173.13009643554688,173.13009643554688,40108,173.1194542778863,173.0066375732422,0,0.0
2024-08-27 12:26:00-04:00,173.14999389648438,173.24000549316406,173.13999938964844,173.22999572753906,173.22999572753906,44437,173.13667636447482,173.0313989548456,0,0.0
2024-08-27 12:27:00-04:00,173.21009826660156,173.27999877929688,173.2100067138672,173.25999450683594,173.25999450683594,60292,173.14890882703992,173.05382283528647,0,0.0
2024-08-27 12:28:00-04:00,173.24000549316406,173.26499938964844,173.2100067138672,173.25,173.25,32730,173.15889824761285,173.07406107584634,0,0.0
2024-08-27 12:29:00-04:00,173.25,173.2700958251953,173.2100067138672,173.24000549316406,173.24000549316406,49009,173.1644541422526,173.1007283528646,0,0.0
2024-08-27 12:30:00-04:00,173.2449951171875,173.27000427246094,173.1999969482422,173.20010375976562,173.20010375976562,37137,173.17335510253906,173.12216186523438,0,0.0
2024-08-27 12:31:00-04:00,173.2100067138672,173.25999450683594,173.1199951171875,173.25999450683594,173.25999450683594,39748,173.19335428873697,173.14359029134116,0,0.0
2024-08-27 12:32:00-04:00,173.25999450683594,173.39999389648438,173.25010681152344,173.389892578125,173.389892578125,51046,173.22667609320746,173.16668047223772,0,0.0
2024-08-27 12:33:00-04:00,173.3863067626953,173.42999267578125,173.33999633789062,173.42999267578125,173.42999267578125,30208,173.26556396484375,173.18699428013392,0,0.0
2024-08-27 12:34:00-04:00,173.43670654296875,173.43670654296875,173.30419921875,173.31500244140625,173.31500244140625,25728,173.2861090766059,173.19651794433594,0,0.0
2024-08-27 12:35:00-04:00,173.32000732421875,173.3300018310547,173.24020385742188,173.3300018310547,173.3300018310547,29343,173.2972208658854,173.20675586518786,0,0.0
2024-08-27 12:36:00-04:00,173.35000610351562,173.44000244140625,173.32000732421875,173.38099670410156,173.38099670410156,45205,173.3106655544705,173.21600341796875,0,0.0
2024-08-27 12:37:00-04:00,173.38499450683594,173.42999267578125,173.25,173.25,173.25,119658,173.3106655544705,173.2195747012184,0,0.0
2024-08-27 12:38:00-04:00,173.22669982910156,173.26499938964844,173.16000366210938,173.24000549316406,173.24000549316406,33604,173.3106655544705,173.22743225097656,0,0.0
2024-08-27 12:39:00-04:00,173.23240661621094,173.23500061035156,173.15179443359375,173.1699981689453,173.1699981689453,28441,173.3073204888238,173.2283891950335,0,0.0
2024-08-27 12:40:00-04:00,173.1649932861328,173.1649932861328,173.07000732421875,173.0800018310547,173.0800018310547,31936,173.28732130262586,173.22457522437685,0,0.0
2024-08-27 12:41:00-04:00,173.0800018310547,173.0800018310547,172.91000366210938,172.97500610351562,172.97500610351562,45537,173.24122280544705,173.21433730352493,0,0.0
